,time,tien,tyle
0,11/10/2021,False,1000/74 
1,21/05/2021,True,6
2,17/05/2021,True,7
3,15/10/2020,False,100/8   
4,17/06/2019,False,100/20  
5,17/06/2019,True,5      
6,26/07/2018,False,100/9   
7,26/07/2018,True,6      
8,14/07/2017,False,100/7   
9,14/07/2017,True,6      
10,24/06/2016,False,100/7   
11,02/02/2016,True,10
12,01/07/2015,False,100/12
13,08/05/2015,True,6
